RowRef,TerritoryID,FieldPeriodID,SizeMethod,TerritorySize,Easting,Northing,MapName,MergeRef,MergeStatus,Island,PeriodStart,PeriodEnd
9835,125,34,D,2706,6196390,-479446,CN_2004_May_Sep_FP32_FP34,-654605313,,CN,30/05/2004,02/09/2004
9836,82,34,D,2502,6196570,-479433,CN_2004_May_Sep_FP32_FP34,2075932415,,CN,30/05/2004,02/09/2004
9837,88,34,D,1622,6196540,-479479,CN_2004_May_Sep_FP32_FP34,-1442439681,,CN,30/05/2004,02/09/2004
9838,86,34,D,908,6196580,-479493,CN_2004_May_Sep_FP32_FP34,193227007,,CN,30/05/2004,02/09/2004
9839,92,34,D,1575,6196480,-479488,CN_2004_May_Sep_FP32_FP34,-1846179841,,CN,30/05/2004,02/09/2004
9840,90,34,D,1897,6196440,-479478,CN_2004_May_Sep_FP32_FP34,-1377948929,,CN,30/05/2004,02/09/2004
9841,96,34,D,2670,6196420,-479523,CN_2004_May_Sep_FP32_FP34,1013989887,,CN,30/05/2004,02/09/2004
9842,95,34,D,1841,6196400,-479489,CN_2004_May_Sep_FP32_FP34,433454335,,CN,30/05/2004,02/09/2004
9843,98,34,D,2810,6196400,-479578,CN_2004_May_Sep_FP32_FP34,1448135679,,CN,30/05/2004,02/09/2004
9844,101,34,D,2045,6196450,-479602,CN_2004_May_Sep_FP32_FP34,-757309697,,CN,30/05/2004,02/09/2004
9845,99,34,D,2334,6196490,-479527,CN_2004_May_Sep_FP32_FP34,-1220172289,,CN,30/05/2004,02/09/2004
9846,116,34,D,1985,6196470,-479560,CN_2004_May_Sep_FP32_FP34,736481535,,CN,30/05/2004,02/09/2004
9847,105,34,D,3294,6196350,-479598,CN_2004_May_Sep_FP32_FP34,-663662593,,CN,30/05/2004,02/09/2004
9848,100,34,D,1510,6196400,-479623,CN_2004_May_Sep_FP32_FP34,1670042367,,CN,30/05/2004,02/09/2004
9849,154,34,D,1327,6196360,-479646,CN_2004_May_Sep_FP32_FP34,674303,,CN,30/05/2004,02/09/2004
9850,140,34,D,4229,6196310,-479698,CN_2004_May_Sep_FP32_FP34,-1591220993,,CN,30/05/2004,02/09/2004
9851,155,34,D,1485,6196310,-479657,CN_2004_May_Sep_FP32_FP34,-906292225,,CN,30/05/2004,02/09/2004
9852,157,34,D,2187,6196270,-479622,CN_2004_May_Sep_FP32_FP34,-620919041,,CN,30/05/2004,02/09/2004
9853,160,34,D,1897,6196220,-479617,CN_2004_May_Sep_FP32_FP34,-176017921,,CN,30/05/2004,02/09/2004
9854,135,34,D,2213,6196180,-479648,CN_2004_May_Sep_FP32_FP34,-313509633,,CN,30/05/2004,02/09/2004
9855,134,34,D,1618,6196170,-479609,CN_2004_May_Sep_FP32_FP34,-1613621249,,CN,30/05/2004,02/09/2004
9856,58,34,D,1721,6196050,-479379,CN_2004_May_Sep_FP32_FP34,1787329279,,CN,30/05/2004,02/09/2004
9857,126,34,D,1432,6196060,-479415,CN_2004_May_Sep_FP32_FP34,1404129791,,CN,30/05/2004,02/09/2004
9858,169,34,D,2134,6196170,-479395,CN_2004_May_Sep_FP32_FP34,-330117889,,CN,30/05/2004,02/09/2004
9859,62,34,D,2068,6196160,-479433,CN_2004_May_Sep_FP32_FP34,-1776657409,,CN,30/05/2004,02/09/2004
9860,127,34,D,1936,6196080,-479444,CN_2004_May_Sep_FP32_FP34,-306204929,,CN,30/05/2004,02/09/2004
9861,129,34,D,1772,6196100,-479472,CN_2004_May_Sep_FP32_FP34,-673466881,,CN,30/05/2004,02/09/2004
9862,165,34,D,4022,6196170,-479510,CN_2004_May_Sep_FP32_FP34,1986240767,,CN,30/05/2004,02/09/2004
9863,137,34,D,2589,6196140,-479545,CN_2004_May_Sep_FP32_FP34,-197664769,,CN,30/05/2004,02/09/2004
9864,110,34,D,2563,6196500,-479362,CN_2004_May_Sep_FP32_FP34,511124223,,CN,30/05/2004,02/09/2004
9865,43,34,D,2801,6196300,-479143,CN_2004_May_Sep_FP32_FP34,-1534764545,,CN,30/05/2004,02/09/2004
9866,167,34,D,2858,6196270,-479504,CN_2004_May_Sep_FP32_FP34,871806207,,CN,30/05/2004,02/09/2004
9867,128,34,D,1232,6196120,-479429,CN_2004_May_Sep_FP32_FP34,-1865505793,,CN,30/05/2004,02/09/2004
9868,3,34,D,2167,6196540,-479198,CN_2004_May_Sep_FP32_FP34,146986751,,CN,30/05/2004,02/09/2004
9869,61,34,D,1407,6196120,-479346,CN_2004_May_Sep_FP32_FP34,-445497857,,CN,30/05/2004,02/09/2004
9870,159,34,D,2217,6196310,-479619,CN_2004_May_Sep_FP32_FP34,-1312814849,,CN,30/05/2004,02/09/2004
9871,87,34,D,1822,6196510,-479455,CN_2004_May_Sep_FP32_FP34,-1782405121,,CN,30/05/2004,02/09/2004
9872,138,34,D,2086,6196180,-479684,CN_2004_May_Sep_FP32_FP34,-1091122433,,CN,30/05/2004,02/09/2004
9873,36,34,D,1365,6196440,-479264,CN_2004_May_Sep_FP32_FP34,-1280941569,,CN,30/05/2004,02/09/2004
9874,139,34,D,2465,6196240,-479689,CN_2004_May_Sep_FP32_FP34,-1263297281,,CN,30/05/2004,02/09/2004
9875,171,34,D,1288,6196540,-479413,CN_2004_May_Sep_FP32_FP34,-2076709889,,CN,30/05/2004,02/09/2004
9876,69,34,D,1833,6196200,-479334,CN_2004_May_Sep_FP32_FP34,1302789887,,CN,30/05/2004,02/09/2004
9877,71,34,D,1248,6196260,-479298,CN_2004_May_Sep_FP32_FP34,962971135,,CN,30/05/2004,02/09/2004
9878,40,34,D,1315,6196590,-479206,CN_2004_May_Sep_FP32_FP34,-838504193,,CN,30/05/2004,02/09/2004
9879,173,34,D,2182,6196350,-479320,CN_2004_May_Sep_FP32_FP34,2022862847,,CN,30/05/2004,02/09/2004
9880,74,34,D,2080,6196580,-479256,CN_2004_May_Sep_FP32_FP34,-274238721,,CN,30/05/2004,02/09/2004
9881,12,34,D,2331,6196400,-479166,CN_2004_May_Sep_FP32_FP34,372533759,,CN,30/05/2004,02/09/2004
9882,7,34,D,2144,6196480,-479098,CN_2004_May_Sep_FP32_FP34,791250175,,CN,30/05/2004,02/09/2004
9883,8,34,D,2152,6196450,-479114,CN_2004_May_Sep_FP32_FP34,-1367985153,,CN,30/05/2004,02/09/2004
9884,55,34,D,1698,6196120,-479387,CN_2004_May_Sep_FP32_FP34,-2113132801,,CN,30/05/2004,02/09/2004
9885,25,34,D,2718,6196490,-479206,CN_2004_May_Sep_FP32_FP34,47599103,,CN,30/05/2004,02/09/2004
9886,109,34,D,1329,6196500,-479321,CN_2004_May_Sep_FP32_FP34,-1110189825,,CN,30/05/2004,02/09/2004
9887,59,34,D,2842,6196190,-479457,CN_2004_May_Sep_FP32_FP34,1153906687,,CN,30/05/2004,02/09/2004
9888,76,34,D,1441,6196610,-479324,CN_2004_May_Sep_FP32_FP34,942217983,,CN,30/05/2004,02/09/2004
9889,23,34,D,2805,6196580,-479157,CN_2004_May_Sep_FP32_FP34,-1253084673,,CN,30/05/2004,02/09/2004
9890,144,34,D,1915,6196250,-479657,CN_2004_May_Sep_FP32_FP34,1744334079,,CN,30/05/2004,02/09/2004
9891,108,34,D,2174,6196410,-479303,CN_2004_May_Sep_FP32_FP34,1101626367,,CN,30/05/2004,02/09/2004
9892,80,34,D,1111,6196540,-479335,CN_2004_May_Sep_FP32_FP34,-1886236929,,CN,30/05/2004,02/09/2004
9893,66,34,D,1006,6196130,-479304,CN_2004_May_Sep_FP32_FP34,82040319,,CN,30/05/2004,02/09/2004
9894,54,34,D,1099,6196130,-479277,CN_2004_May_Sep_FP32_FP34,-1211416321,,CN,30/05/2004,02/09/2004
9895,113,34,D,1671,6196500,-479415,CN_2004_May_Sep_FP32_FP34,-696188929,,CN,30/05/2004,02/09/2004
9896,42,34,D,2498,6196280,-479169,CN_2004_May_Sep_FP32_FP34,-2078555393,,CN,30/05/2004,02/09/2004
9897,38,34,D,1594,6196520,-479264,CN_2004_May_Sep_FP32_FP34,1310161407,,CN,30/05/2004,02/09/2004
9898,34,34,D,2202,6196460,-479310,CN_2004_May_Sep_FP32_FP34,-1480567553,,CN,30/05/2004,02/09/2004
9899,93,34,D,1149,6196520,-479495,CN_2004_May_Sep_FP32_FP34,-470694913,,CN,30/05/2004,02/09/2004
9900,45,34,D,1477,6196240,-479180,CN_2004_May_Sep_FP32_FP34,64583423,,CN,30/05/2004,02/09/2004
9901,166,34,D,2072,6196360,-479359,CN_2004_May_Sep_FP32_FP34,380526079,,CN,30/05/2004,02/09/2004
9902,56,34,D,1585,6196090,-479389,CN_2004_May_Sep_FP32_FP34,-1232361217,,CN,30/05/2004,02/09/2004
9903,17,34,D,1563,6196270,-479215,CN_2004_May_Sep_FP32_FP34,-1109407745,,CN,30/05/2004,02/09/2004
9904,91,34,D,1145,6196470,-479388,CN_2004_May_Sep_FP32_FP34,-1558222081,,CN,30/05/2004,02/09/2004
9905,52,34,D,1934,6196160,-479239,CN_2004_May_Sep_FP32_FP34,-240352769,,CN,30/05/2004,02/09/2004
9906,121,34,D,1412,6196230,-479419,CN_2004_May_Sep_FP32_FP34,992034047,,CN,30/05/2004,02/09/2004
3065,1,37,G,1438,6196561,-479068.5938,CN_2005_JulSep.mxd,1448394397,,CN,26/05/2005,11/09/2005
3066,2,37,G,2566,6196586,-479103.9688,CN_2005_JulSep.mxd,-1850136577,,CN,26/05/2005,11/09/2005
3067,5,37,G,2931,6196530,-479091.7813,CN_2005_JulSep.mxd,-1286544999,,CN,26/05/2005,11/09/2005
3068,22,37,G,1466,6196548,-479142.5938,CN_2005_JulSep.mxd,-986288989,,CN,26/05/2005,11/09/2005
3069,20,37,G,2480,6196503,-479146.4375,CN_2005_JulSep.mxd,-430422725,,CN,26/05/2005,11/09/2005
3070,3,37,G,2162,6196543.5,-479185.1563,CN_2005_JulSep.mxd,286847121,,CN,26/05/2005,11/09/2005
3071,23,37,G,3362,6196600.5,-479148.9063,CN_2005_JulSep.mxd,384756054,,CN,26/05/2005,11/09/2005
3072,40,37,G,2261,6196601,-479195.375,CN_2005_JulSep.mxd,2030351298,,CN,26/05/2005,11/09/2005
3073,24,37,G,1930,6196547.5,-479222.75,CN_2005_JulSep.mxd,98094475,,CN,26/05/2005,11/09/2005
3074,74,37,G,2463,6196585.5,-479243.9063,CN_2005_JulSep.mxd,1675474901,,CN,26/05/2005,11/09/2005
3075,38,37,G,1479,6196517,-479250.1563,CN_2005_JulSep.mxd,-249958078,,CN,26/05/2005,11/09/2005
3076,25,37,G,3203,6196489.5,-479194.2813,CN_2005_JulSep.mxd,-1614283645,,CN,26/05/2005,11/09/2005
3077,4,37,G,2553,6196448.5,-479146.0938,CN_2005_JulSep.mxd,-1208593060,,CN,26/05/2005,11/09/2005
3078,9,37,G,1745,6196424,-479191.6563,CN_2005_JulSep.mxd,-1507360864,,CN,26/05/2005,11/09/2005
3079,11,37,G,1786,6196438,-479219.4375,CN_2005_JulSep.mxd,1056045699,,CN,26/05/2005,11/09/2005
3080,27,37,G,2497,6196373.5,-479186.6875,CN_2005_JulSep.mxd,530596823,,CN,26/05/2005,11/09/2005
3081,33,37,G,2167,6196389,-479239.6563,CN_2005_JulSep.mxd,332455378,,CN,26/05/2005,11/09/2005
3082,36,37,G,1430,6196426,-479254.4063,CN_2005_JulSep.mxd,-1474934720,,CN,26/05/2005,11/09/2005
3083,108,37,G,2311,6196394.5,-479291.375,CN_2005_JulSep.mxd,1368850744,,CN,26/05/2005,11/09/2005
3084,26,37,G,2632,6196471,-479250.5938,CN_2005_JulSep.mxd,-760378434,,CN,26/05/2005,11/09/2005
3085,109,37,G,1483,6196483,-479308.4688,CN_2005_JulSep.mxd,-997693845,,CN,26/05/2005,11/09/2005
3086,39,37,G,2167,6196512,-479281.6875,CN_2005_JulSep.mxd,1841959000,,CN,26/05/2005,11/09/2005
3087,75,37,G,2334,6196588,-479279.3438,CN_2005_JulSep.mxd,1311312355,,CN,26/05/2005,11/09/2005
3088,76,37,G,1566,6196602,-479312.3438,CN_2005_JulSep.mxd,118477960,,CN,26/05/2005,11/09/2005
3089,112,37,G,2287,6196554,-479313.7813,CN_2005_JulSep.mxd,-1992495630,,CN,26/05/2005,11/09/2005
3090,80,37,G,1287,6196516,-479324.5,CN_2005_JulSep.mxd,-1352476612,,CN,26/05/2005,11/09/2005
3091,34,37,G,2027,6196440.5,-479299.5313,CN_2005_JulSep.mxd,-1379397038,,CN,26/05/2005,11/09/2005
3092,111,37,G,1344,6196433.5,-479349.25,CN_2005_JulSep.mxd,-18408660,,CN,26/05/2005,11/09/2005
3093,179,37,G,1431,6196614,-479349.75,CN_2005_JulSep.mxd,-1257343516,,CN,26/05/2005,11/09/2005
3094,77,37,G,1375,6196581,-479349.5313,CN_2005_JulSep.mxd,1493213240,,CN,26/05/2005,11/09/2005
3095,83,37,G,1777,6196594,-479401.2813,CN_2005_JulSep.mxd,-1114367491,,CN,26/05/2005,11/09/2005
3096,81,37,G,1132,6196562.5,-479377.0938,CN_2005_JulSep.mxd,1884513107,,CN,26/05/2005,11/09/2005
3097,79,37,G,1744,6196527,-479359.1563,CN_2005_JulSep.mxd,-1357054618,,CN,26/05/2005,11/09/2005
3098,171,37,G,1322,6196513,-479396.0938,CN_2005_JulSep.mxd,180578463,,CN,26/05/2005,11/09/2005
3099,110,37,G,2619,6196474,-479351.5,CN_2005_JulSep.mxd,514662923,,CN,26/05/2005,11/09/2005
3100,113,37,G,1395,6196481,-479398.7188,CN_2005_JulSep.mxd,91532195,,CN,26/05/2005,11/09/2005
3101,82,37,G,2574,6196544.5,-479416.3125,CN_2005_JulSep.mxd,1921549898,,CN,26/05/2005,11/09/2005
3102,85,37,G,1606,6196574,-479443,CN_2005_JulSep.mxd,-1731514348,,CN,26/05/2005,11/09/2005
3103,86,37,G,927,6196554.5,-479477.7813,CN_2005_JulSep.mxd,1177758200,,CN,26/05/2005,11/09/2005
3104,88,37,G,1521,6196527,-479467.0313,CN_2005_JulSep.mxd,-596970390,,CN,26/05/2005,11/09/2005
3105,94,37,G,2557,6196446,-479413,CN_2005_JulSep.mxd,242290271,,CN,26/05/2005,11/09/2005
3106,87,37,G,1897,6196493,-479441.5313,CN_2005_JulSep.mxd,-1959266285,,CN,26/05/2005,11/09/2005
3107,93,37,G,1273,6196509.5,-479489.5625,CN_2005_JulSep.mxd,-45731524,,CN,26/05/2005,11/09/2005
3108,92,37,G,1924,6196469.5,-479480.375,CN_2005_JulSep.mxd,123092044,,CN,26/05/2005,11/09/2005
3109,99,37,G,2370,6196482.5,-479523.2813,CN_2005_JulSep.mxd,636917450,,CN,26/05/2005,11/09/2005
3110,101,37,G,1808,6196443,-479596.25,CN_2005_JulSep.mxd,-1641430845,,CN,26/05/2005,11/09/2005
3111,98,37,G,2779,6196392,-479572.2813,CN_2005_JulSep.mxd,-519685460,,CN,26/05/2005,11/09/2005
3112,116,37,G,2247,6196461,-479554.2188,CN_2005_JulSep.mxd,206996377,,CN,26/05/2005,11/09/2005
3113,100,37,G,1760,6196395,-479618.5,CN_2005_JulSep.mxd,1882791255,,CN,26/05/2005,11/09/2005
3114,105,37,G,3277,6196345,-479595.2188,CN_2005_JulSep.mxd,1103136579,,CN,26/05/2005,11/09/2005
3115,154,37,G,1283,6196349,-479642.2188,CN_2005_JulSep.mxd,-493665689,,CN,26/05/2005,11/09/2005
3116,140,37,G,1494,6196322,-479672.9375,CN_2005_JulSep.mxd,1703660624,,CN,26/05/2005,11/09/2005
3117,177,37,G,1633,6196284,-479673.6875,CN_2005_JulSep.mxd,945333897,,CN,26/05/2005,11/09/2005
3118,155,37,G,1616,6196299,-479639.1875,CN_2005_JulSep.mxd,438063041,,CN,26/05/2005,11/09/2005
3119,159,37,G,1738,6196301,-479604.25,CN_2005_JulSep.mxd,-955430508,,CN,26/05/2005,11/09/2005
3120,157,37,G,1705,6196257,-479602.375,CN_2005_JulSep.mxd,18223975,,CN,26/05/2005,11/09/2005
3121,144,37,G,1893,6196248.5,-479639.9063,CN_2005_JulSep.mxd,-579522945,,CN,26/05/2005,11/09/2005
3122,178,37,G,1309,6196211.5,-479637.75,CN_2005_JulSep.mxd,2136807217,,CN,26/05/2005,11/09/2005
3123,139,37,G,1530,6196233.5,-479677,CN_2005_JulSep.mxd,-1483452069,,CN,26/05/2005,11/09/2005
3124,138,37,G,1969,6196189.5,-479680.5,CN_2005_JulSep.mxd,-1055564664,,CN,26/05/2005,11/09/2005
3125,134,37,G,1725,6196165,-479588.3125,CN_2005_JulSep.mxd,1387181664,,CN,26/05/2005,11/09/2005
3126,135,37,G,2949,6196172,-479634.0938,CN_2005_JulSep.mxd,-39657582,,CN,26/05/2005,11/09/2005
3127,160,37,G,1302,6196211.5,-479594.1563,CN_2005_JulSep.mxd,1900566836,,CN,26/05/2005,11/09/2005
3128,96,37,G,2409,6196414.5,-479515.9688,CN_2005_JulSep.mxd,-72768343,,CN,26/05/2005,11/09/2005
3129,125,37,G,2997,6196387,-479438.8125,CN_2005_JulSep.mxd,-1624949337,,CN,26/05/2005,11/09/2005
3130,95,37,G,1894,6196388,-479482.8125,CN_2005_JulSep.mxd,-720525432,,CN,26/05/2005,11/09/2005
3131,90,37,G,1863,6196435.5,-479471.6563,CN_2005_JulSep.mxd,1699308104,,CN,26/05/2005,11/09/2005
3132,168,37,G,2113,6196387.5,-479322.3438,CN_2005_JulSep.mxd,-84743142,,CN,26/05/2005,11/09/2005
3133,174,37,G,3049,6196404,-479374.125,CN_2005_JulSep.mxd,1576584568,,CN,26/05/2005,11/09/2005
3134,166,37,G,2114,6196350.5,-479352.1875,CN_2005_JulSep.mxd,2042457952,,CN,26/05/2005,11/09/2005
3135,32,37,G,1658,6196345.5,-479266,CN_2005_JulSep.mxd,-1732810226,,CN,26/05/2005,11/09/2005
3136,28,37,G,2460,6196341,-479221.5313,CN_2005_JulSep.mxd,2098279213,,CN,26/05/2005,11/09/2005
3137,30,37,G,1955,6196301,-479238.375,CN_2005_JulSep.mxd,1044991312,,CN,26/05/2005,11/09/2005
3138,7,37,G,2187,6196486.5,-479086.5313,CN_2005_JulSep.mxd,332543855,,CN,26/05/2005,11/09/2005
3139,8,37,G,1849,6196459.5,-479105.1563,CN_2005_JulSep.mxd,1957851821,,CN,26/05/2005,11/09/2005
3140,12,37,G,2465,6196398,-479148.375,CN_2005_JulSep.mxd,874806239,,CN,26/05/2005,11/09/2005
3141,14,37,G,1452,6196339.5,-479164.0313,CN_2005_JulSep.mxd,-2093558273,,CN,26/05/2005,11/09/2005
3142,13,37,G,2976,6196405.5,-479097.2188,CN_2005_JulSep.mxd,-9699326,,CN,26/05/2005,11/09/2005
3143,15,37,G,4063,6196343,-479111.25,CN_2005_JulSep.mxd,911899295,,CN,26/05/2005,11/09/2005
3144,43,37,G,2424,6196293,-479129.0938,CN_2005_JulSep.mxd,1179436243,,CN,26/05/2005,11/09/2005
3145,42,37,G,2502,6196268,-479156.9063,CN_2005_JulSep.mxd,-2082382338,,CN,26/05/2005,11/09/2005
3146,45,37,G,1540,6196229.5,-479168.9688,CN_2005_JulSep.mxd,1286260670,,CN,26/05/2005,11/09/2005
3147,16,37,G,2864,6196288.5,-479195.25,CN_2005_JulSep.mxd,1859092914,,CN,26/05/2005,11/09/2005
3148,46,37,G,1881,6196201,-479186.875,CN_2005_JulSep.mxd,-844493650,,CN,26/05/2005,11/09/2005
3149,72,37,G,1706,6196303,-479281.9375,CN_2005_JulSep.mxd,728295026,,CN,26/05/2005,11/09/2005
3150,68,37,G,2256,6196257.5,-479251.6875,CN_2005_JulSep.mxd,1068404896,,CN,26/05/2005,11/09/2005
3151,47,37,G,2119,6196227,-479219.3125,CN_2005_JulSep.mxd,-2093905392,,CN,26/05/2005,11/09/2005
3152,50,37,G,2048,6196202.5,-479258.375,CN_2005_JulSep.mxd,1482445757,,CN,26/05/2005,11/09/2005
3153,53,37,G,3540,6196155.5,-479241,CN_2005_JulSep.mxd,2028826156,,CN,26/05/2005,11/09/2005
3154,51,37,G,2606,6196165,-479305.3125,CN_2005_JulSep.mxd,-795388001,,CN,26/05/2005,11/09/2005
3155,48,37,G,1390,6196215.5,-479290.5,CN_2005_JulSep.mxd,748720602,,CN,26/05/2005,11/09/2005
3156,71,37,G,1337,6196260,-479290.3125,CN_2005_JulSep.mxd,1753455616,,CN,26/05/2005,11/09/2005
3157,69,37,G,1902,6196198.5,-479329.9063,CN_2005_JulSep.mxd,-7407961,,CN,26/05/2005,11/09/2005
3158,123,37,G,1646,6196287,-479326.0313,CN_2005_JulSep.mxd,730144869,,CN,26/05/2005,11/09/2005
3159,173,37,G,1994,6196334,-479311.5313,CN_2005_JulSep.mxd,-130246173,,CN,26/05/2005,11/09/2005
3160,70,37,G,2879,6196252.5,-479338.0938,CN_2005_JulSep.mxd,-197139429,,CN,26/05/2005,11/09/2005
3161,66,37,G,1231,6196118.5,-479310,CN_2005_JulSep.mxd,1718451632,,CN,26/05/2005,11/09/2005
3162,54,37,G,1720,6196119.5,-479280,CN_2005_JulSep.mxd,815261672,,CN,26/05/2005,11/09/2005
3163,60,37,G,1599,6196083.5,-479318.9688,CN_2005_JulSep.mxd,-953834928,,CN,26/05/2005,11/09/2005
3164,61,37,G,1180,6196111.5,-479348.7813,CN_2005_JulSep.mxd,-441373604,,CN,26/05/2005,11/09/2005
3165,57,37,G,2025,6196060.5,-479352.9063,CN_2005_JulSep.mxd,-391576035,,CN,26/05/2005,11/09/2005
3166,63,37,G,1808,6196148.5,-479352.3438,CN_2005_JulSep.mxd,-202395610,,CN,26/05/2005,11/09/2005
3167,67,37,G,1942,6196207,-479360.5625,CN_2005_JulSep.mxd,1316727450,,CN,26/05/2005,11/09/2005
3168,58,37,G,1819,6196042.5,-479386.3438,CN_2005_JulSep.mxd,-1695059095,,CN,26/05/2005,11/09/2005
3169,126,37,G,1571,6196061.5,-479420,CN_2005_JulSep.mxd,-715027015,,CN,26/05/2005,11/09/2005
3170,56,37,G,1456,6196087.5,-479390.5313,CN_2005_JulSep.mxd,1034713025,,CN,26/05/2005,11/09/2005
3171,127,37,G,1794,6196085,-479443.625,CN_2005_JulSep.mxd,-1755401711,,CN,26/05/2005,11/09/2005
3172,55,37,G,1557,6196120,-479386.5938,CN_2005_JulSep.mxd,1714600765,,CN,26/05/2005,11/09/2005
3173,128,37,G,1649,6196130,-479431.0625,CN_2005_JulSep.mxd,263656874,,CN,26/05/2005,11/09/2005
3174,169,37,G,1971,6196166,-479393.1563,CN_2005_JulSep.mxd,166609082,,CN,26/05/2005,11/09/2005
3175,129,37,G,2132,6196107.5,-479469.8438,CN_2005_JulSep.mxd,2129574492,,CN,26/05/2005,11/09/2005
3176,62,37,G,1303,6196173.5,-479423.0625,CN_2005_JulSep.mxd,226690091,,CN,26/05/2005,11/09/2005
3177,59,37,G,2635,6196189.5,-479451.375,CN_2005_JulSep.mxd,-1899389458,,CN,26/05/2005,11/09/2005
3178,137,37,G,2356,6196138.5,-479530.5938,CN_2005_JulSep.mxd,148178948,,CN,26/05/2005,11/09/2005
3179,165,37,G,3045,6196173.5,-479496.5313,CN_2005_JulSep.mxd,910934645,,CN,26/05/2005,11/09/2005
3180,167,37,G,2942,6196265,-479495.0938,CN_2005_JulSep.mxd,1258835156,,CN,26/05/2005,11/09/2005
3181,118,37,G,1735,6196320.5,-479455.8125,CN_2005_JulSep.mxd,-575068634,,CN,26/05/2005,11/09/2005
3182,121,37,G,1434,6196224.5,-479410.6875,CN_2005_JulSep.mxd,511758237,,CN,26/05/2005,11/09/2005
3183,158,37,G,1738,6196301,-479604.25,CN_2005_JulSep.mxd,-1030370816,,CN,26/05/2005,11/09/2005
3184,175,37,G,970,6196310,-479415.0938,CN_2005_JulSep.mxd,1289917405,,CN,26/05/2005,11/09/2005
3185,37,37,G,2460,6196341,-479221.5313,CN_2005_JulSep.mxd,-1683640925,,CN,26/05/2005,11/09/2005
3186,91,37,G,2619,6196474,-479351.5,CN_2005_JulSep.mxd,-485386281,,CN,26/05/2005,11/09/2005
9671,1,37,D,887,6196550,-479076,CN_2005_May_Nov_FP37,1021834751,,CN,26/05/2005,11/09/2005
9672,2,37,D,2406,6196570,-479106,CN_2005_May_Nov_FP37,-935403265,,CN,26/05/2005,11/09/2005
9673,5,37,D,2281,6196520,-479100,CN_2005_May_Nov_FP37,2074484735,,CN,26/05/2005,11/09/2005
9674,22,37,D,1654,6196540,-479151,CN_2005_May_Nov_FP37,288121599,,CN,26/05/2005,11/09/2005
9675,24,37,D,1532,6196550,-479235,CN_2005_May_Nov_FP37,828742143,,CN,26/05/2005,11/09/2005
9676,20,37,D,2583,6196500,-479157,CN_2005_May_Nov_FP37,1582691583,,CN,26/05/2005,11/09/2005
9677,13,37,D,2628,6196410,-479111,CN_2005_May_Nov_FP37,-1632574465,,CN,26/05/2005,11/09/2005
9678,4,37,D,2151,6196450,-479162,CN_2005_May_Nov_FP37,941364991,,CN,26/05/2005,11/09/2005
9679,15,37,D,1889,6196350,-479129,CN_2005_May_Nov_FP37,1281785343,,CN,26/05/2005,11/09/2005
9680,14,37,D,1629,6196350,-479181,CN_2005_May_Nov_FP37,-1646049025,,CN,26/05/2005,11/09/2005
9681,27,37,D,2158,6196380,-479204,CN_2005_May_Nov_FP37,1851320319,,CN,26/05/2005,11/09/2005
9682,9,37,D,1387,6196430,-479205,CN_2005_May_Nov_FP37,1580468991,,CN,26/05/2005,11/09/2005
9683,11,37,D,1611,6196450,-479227,CN_2005_May_Nov_FP37,1525588479,,CN,26/05/2005,11/09/2005
9684,26,37,D,2425,6196480,-479260,CN_2005_May_Nov_FP37,802872575,,CN,26/05/2005,11/09/2005
9685,75,37,D,1814,6196590,-479290,CN_2005_May_Nov_FP37,-1077793793,,CN,26/05/2005,11/09/2005
9686,39,37,D,1121,6196520,-479295,CN_2005_May_Nov_FP37,-1811398913,,CN,26/05/2005,11/09/2005
9687,33,37,D,2253,6196400,-479255,CN_2005_May_Nov_FP37,2067924479,,CN,26/05/2005,11/09/2005
9688,28,37,D,1790,6196350,-479238,CN_2005_May_Nov_FP37,-915361537,,CN,26/05/2005,11/09/2005
9689,16,37,D,2716,6196300,-479212,CN_2005_May_Nov_FP37,1129361407,,CN,26/05/2005,11/09/2005
9690,46,37,D,2148,6196220,-479197,CN_2005_May_Nov_FP37,1483518719,,CN,26/05/2005,11/09/2005
9691,47,37,D,1998,6196240,-479230,CN_2005_May_Nov_FP37,-2132497921,,CN,26/05/2005,11/09/2005
9692,30,37,D,1281,6196310,-479251,CN_2005_May_Nov_FP37,1623295,,CN,26/05/2005,11/09/2005
9693,32,37,D,1405,6196350,-479279,CN_2005_May_Nov_FP37,145257471,,CN,26/05/2005,11/09/2005
9694,72,37,D,1914,6196310,-479289,CN_2005_May_Nov_FP37,209020671,,CN,26/05/2005,11/09/2005
9695,68,37,D,2002,6196260,-479263,CN_2005_May_Nov_FP37,-1734701569,,CN,26/05/2005,11/09/2005
9696,50,37,D,1767,6196210,-479262,CN_2005_May_Nov_FP37,1569134847,,CN,26/05/2005,11/09/2005
9697,48,37,D,1412,6196220,-479296,CN_2005_May_Nov_FP37,1118664703,,CN,26/05/2005,11/09/2005
9698,51,37,D,2049,6196180,-479303,CN_2005_May_Nov_FP37,-1485415681,,CN,26/05/2005,11/09/2005
9699,53,37,D,2655,6196170,-479240,CN_2005_May_Nov_FP37,744993279,,CN,26/05/2005,11/09/2005
9700,60,37,D,1267,6196100,-479312,CN_2005_May_Nov_FP37,-1280332545,,CN,26/05/2005,11/09/2005
9701,57,37,D,1827,6196070,-479348,CN_2005_May_Nov_FP37,1266924543,,CN,26/05/2005,11/09/2005
